id,nome,nota,comentario
453009,Carolina Fernandes 530,5.1,
1192555,Marcio Lima 164,9.4,Filme incrível! Recomendo muito!
452007,Priscila Freitas,8.0,Legal! Uma boa opção para o fim de semana.
793441,Priscila Silva 467,8.3,Muito bom! Vale a pena assistir.
635479,Gabriela Monteiro 401,1.2,Horrível! Perda de tempo.
616754,Ana Santos 199,7.6,"Ótimo entretenimento, não decepciona."
374458,Fábio Reis 393,7.4,"Gostei bastante, recomendo."
671551,Larissa Gomes,1.1,Péssimo em todos os sentidos.
460962,Maria Lima 308,7.1,"Gostei bastante, recomendo."
977179,Leandro Pinto 377,3.8,"Fraco, não recomendo."
481487,Juliana Alves 282,0.6,
528293,Mariana Reis 141,,
420282,Adriana Pinto,9.0,
487759,Marcelo Freitas 215,9.5,"Adorei cada minuto, uma experiência inesquecível."
733115,Bianca Monteiro 531,9.8,Perfeito! Um dos melhores filmes que já vi.
935412,Patrícia Reis 432,,
480978,Carlos Fernandes 693,,
1010315,Pedro Silva 267,2.9,
1316288,Isabela Correia 102,6.8,"Mediano, tem seus momentos mas nada demais."
810464,Carolina Lopes 276,2.5,
441741,Adriana Almeida 222,6.0,"Aceitável, mas esperava mais."
485806,Claudia Freitas 562,5.4,
481061,Vanessa Araújo 496,0.1,Péssimo em todos os sentidos.
1029333,Bruno Cardoso 398,1.8,Não recomendo de jeito nenhum.
544825,Henrique Martins 124,1.9,
564077,Adriana Nascimento 551,4.0,"Fraco, não recomendo."
475377,Marcelo Ribeiro 101,9.3,"Adorei cada minuto, uma experiência inesquecível."
445007,Carolina Fernandes 530,2.4,Péssimo em todos os sentidos.
612644,Pedro Silva 267,2.9,"Terrível, um dos piores que já vi."
530457,Marcio Lima 164,5.3,"Aceitável, mas esperava mais."
951697,Sandra Reis 675,7.3,
1140972,Letícia Gomes 622,2.1,"Que filme ruim, não assistam."
1122188,Sandra Moreira 119,8.6,"Obra-prima do cinema, simplesmente espetacular."
1043020,Lucas Castro 501,1.6,
603545,Natália Pinto,5.1,"Filme ok, nada de especial."
694303,Pedro Silva 267,3.5,"Decepcionante, esperava muito mais."
528726,Ricardo Monteiro 152,,
1164931,Adriana Pinto,4.4,Deixou a desejar em vários aspectos.
479262,Tatiana Lopes,6.9,"Mediano, tem seus momentos mas nada demais."
732678,Diego Monteiro 525,7.5,Filme interessante com boas atuações.
652895,Paulo Cardoso,9.5,
818098,Gabriel Castro 364,7.4,
470528,Lucas Dias 614,7.0,Filme interessante com boas atuações.
655602,Lucas Lopes 725,8.2,Legal! Uma boa opção para o fim de semana.
1158963,Carolina Cardoso 385,0.8,Não recomendo de jeito nenhum.
1086681,Paulo Barbosa,5.0,"Filme ok, nada de especial."
631191,Vinícius Souza 100,1.9,"Terrível, um dos piores que já vi."
446900,Amanda Correia 382,6.8,
1021019,Isabela Souza 265,4.8,"Decepcionante, esperava muito mais."
464493,Priscila Rocha 596,3.7,Deixou a desejar em vários aspectos.
796207,Carolina Costa,3.1,
388215,Vanessa Araújo 400,5.4,
407326,Marcelo Lopes 523,4.1,"Não gostei, história confusa."
673871,Mariana Cavalcanti,0.6,"Terrível, um dos piores que já vi."
463715,Felipe Nascimento 685,2.0,"Terrível, um dos piores que já vi."
748346,Lucas Dias 614,4.9,"Não gostei, história confusa."
741240,Daniela Martins 702,,
412061,Vinícius Ferreira 405,0.9,Horrível! Perda de tempo.
644195,Gustavo Moreira 656,7.1,"Gostei bastante, recomendo."
1183914,Beatriz Rocha 521,4.3,"Fraco, não recomendo."
838663,Ana Barbosa 567,9.1,"Obra-prima do cinema, simplesmente espetacular."
602117,Marcio Cardoso 482,0.6,Não recomendo de jeito nenhum.
1146759,Carlos Lopes 729,6.4,
853151,Gabriela Pinto 328,2.1,Horrível! Perda de tempo.
922830,Aline Barbosa 668,7.7,
490448,Daniel Lopes 517,9.8,Excepcional! História envolvente e atuações impecáveis.
1196132,Larissa Lopes 330,,
456164,Bruno Ferreira 698,8.9,
773183,Roberto Mendes,7.0,"Ótimo entretenimento, não decepciona."
853566,Larissa Nascimento 162,9.9,
455265,Gustavo Gomes 610,3.6,"Não gostei, história confusa."
562722,Fábio Martins,6.3,Assisti até o final mas não me marcou.
626282,Beatriz Barbosa 672,2.1,Péssimo em todos os sentidos.
844782,Rodrigo Martins 138,2.2,"Terrível, um dos piores que já vi."
1038874,Fernanda Costa 428,6.0,Assisti até o final mas não me marcou.
501708,Mônica Rocha 270,4.5,"Fraco, não recomendo."
402648,Mônica Fernandes 243,2.6,
562789,Larissa Lopes 330,0.7,
496083,Renata Pinto,0.6,
962006,Beatriz Rocha 521,6.0,
681848,Eduardo Dias 177,1.2,
817203,Luciana Oliveira 263,9.7,
632977,Gabriel Ferreira 436,9.9,Filme incrível! Recomendo muito!
383809,Lucas Fernandes 561,8.7,
1360791,Claudia Moreira 588,5.6,Assisti até o final mas não me marcou.
988228,Diego Monteiro 525,7.0,Muito bom! Vale a pena assistir.
546573,Leonardo Araújo 376,3.0,"Fraco, não recomendo."
398111,Fábio Mendes 498,0.0,"Terrível, um dos piores que já vi."
493107,Sandra Castro 456,9.4,Excepcional! História envolvente e atuações impecáveis.
1078038,Tatiana Ferreira 534,7.7,
534979,Felipe Oliveira 645,0.3,Péssimo em todos os sentidos.
467540,Daniel Araújo 511,2.6,"Que filme ruim, não assistam."
316727,Cristina Monteiro 310,1.0,
751228,Matheus Ribeiro 587,1.1,
455808,Diego Silva 173,3.1,"Decepcionante, esperava muito mais."
1253845,Ana Araújo 262,,
673764,Bianca Monteiro 531,1.9,Não recomendo de jeito nenhum.
753941,Pedro Ribeiro 584,1.1,Péssimo em todos os sentidos.
1565432,Gustavo Carvalho 139,5.1,Assisti até o final mas não me marcou.
958192,Cristina Santos 734,4.8,"Ruim, não vale o tempo investido."
378570,Thiago Ribeiro 711,3.5,"Fraco, não recomendo."
549724,Paulo Nascimento,,
466043,Natália Santos 487,9.4,Filme incrível! Recomendo muito!
697843,Priscila Alves 367,8.8,Filme incrível! Recomendo muito!
876025,Juliana Ribeiro 607,3.9,
480718,Leonardo Costa 264,1.1,
622596,João Araújo 470,9.1,"Adorei cada minuto, uma experiência inesquecível."
739606,Roberto Ferreira 522,6.7,"Filme ok, nada de especial."
979680,Diego Costa 140,5.2,Assisti até o final mas não me marcou.
965737,Matheus Cardoso 478,7.7,"Gostei bastante, recomendo."
850021,Camila Martins 620,5.7,
750931,Roberto Almeida,1.8,
406449,André Silva 731,7.1,Muito bom! Vale a pena assistir.
705798,Camila Almeida 313,9.8,Perfeito! Um dos melhores filmes que já vi.
539509,Amanda Castro 242,4.4,"Não gostei, história confusa."
515409,Lucas Lima 417,7.6,"Gostei bastante, recomendo."
769442,Bianca Lopes 720,7.4,"Ótimo entretenimento, não decepciona."
613694,Carolina Monteiro,5.1,Assisti até o final mas não me marcou.
496414,Alexandre Alves 293,5.6,"Aceitável, mas esperava mais."
1487418,Luciana Araújo 558,6.4,Assisti até o final mas não me marcou.
552359,Marcelo Monteiro 169,9.1,Perfeito! Um dos melhores filmes que já vi.
876502,Bianca Monteiro 143,2.5,"Que filme ruim, não assistam."
857392,Maria Monteiro 167,5.4,"Mediano, tem seus momentos mas nada demais."
500839,Aline Correia 545,5.0,"Filme ok, nada de especial."
915942,Sandra Monteiro 304,0.9,Horrível! Perda de tempo.
893685,João Carvalho 424,,
479869,Roberto Dias,0.5,Horrível! Perda de tempo.
1001455,Camila Martins 620,2.5,"Terrível, um dos piores que já vi."
736041,Ricardo Alves,7.2,
714458,Sandra Reis 675,6.2,"Mediano, tem seus momentos mas nada demais."
492192,Fábio Alves 625,5.9,Assisti até o final mas não me marcou.
1183166,Mônica Alves 365,1.0,"Que filme ruim, não assistam."
633027,Paulo Nascimento 445,0.4,Horrível! Perda de tempo.
821433,Ana Mendes 457,0.8,"Terrível, um dos piores que já vi."
461695,Letícia Mendes 104,8.6,Filme incrível! Recomendo muito!
1300029,Bruno Alves 381,7.7,Legal! Uma boa opção para o fim de semana.
506978,Ana Correia 306,7.0,"Gostei bastante, recomendo."
924482,Gustavo Lima 679,3.5,
615430,Alexandre Silva,6.1,
1043875,Patrícia Oliveira 155,,
1238603,Mariana Costa 312,9.6,Filme incrível! Recomendo muito!
361191,Camila Reis 635,4.1,"Decepcionante, esperava muito mais."
476534,Marcelo Costa,4.4,"Decepcionante, esperava muito mais."
590696,Thiago Ferreira 129,2.3,Horrível! Perda de tempo.
858080,Cristina Monteiro 310,1.1,Horrível! Perda de tempo.
1043505,Vinícius Reis 362,7.1,
1111737,Gabriela Costa 268,4.7,
528250,Larissa Gomes,9.7,Excepcional! História envolvente e atuações impecáveis.
927998,Claudia Rocha 278,3.2,"Fraco, não recomendo."
1110120,Roberto Moreira 715,2.5,Péssimo em todos os sentidos.
557445,Leonardo Araújo 406,9.0,Filme incrível! Recomendo muito!
656086,Tatiana Moreira 373,3.9,"Fraco, não recomendo."
634961,Fábio Correia 159,6.4,"Filme ok, nada de especial."
571391,Camila Gomes 111,6.8,Assisti até o final mas não me marcou.
1024872,Matheus Cardoso 478,8.9,
500777,Sérgio Mendes 348,7.0,Legal! Uma boa opção para o fim de semana.
397406,Aline Almeida,9.9,Excepcional! História envolvente e atuações impecáveis.
896978,João Fernandes 339,10.0,Perfeito! Um dos melhores filmes que já vi.
1043284,Mônica Correia 564,7.8,Muito bom! Vale a pena assistir.
751182,Bruno Cardoso 398,7.9,
1003984,Sandra Santos 332,,
609951,Eduardo Barbosa,5.9,"Poderia ser melhor, mas não é ruim."
404151,Amanda Freitas 648,3.1,Deixou a desejar em vários aspectos.
536849,Natália Freitas 402,4.4,"Ruim, não vale o tempo investido."
608575,Gabriela Ribeiro 499,5.1,Assisti até o final mas não me marcou.
950416,Larissa Lopes 330,9.1,"Adorei cada minuto, uma experiência inesquecível."
617148,Roberto Mendes,9.4,Perfeito! Um dos melhores filmes que já vi.
412989,Sandra Monteiro 304,8.1,
401546,Leonardo Castro 187,1.3,
1143245,Letícia Cardoso 651,3.8,Deixou a desejar em vários aspectos.
649212,Leonardo Dias,1.6,"Terrível, um dos piores que já vi."
639465,Leandro Almeida 321,9.5,Filme incrível! Recomendo muito!
478313,Gustavo Alves 490,9.9,"Adorei cada minuto, uma experiência inesquecível."
1210829,Eduardo Barbosa 494,4.3,Deixou a desejar em vários aspectos.
1355076,Adriana Moreira 403,6.1,"Mediano, tem seus momentos mas nada demais."
516585,Luciana Cardoso 224,6.6,"Filme ok, nada de especial."
634136,Alexandre Pinto 107,7.2,"Gostei bastante, recomendo."
961707,Fábio Lopes,7.2,Legal! Uma boa opção para o fim de semana.
775501,Eduardo Nascimento 323,1.2,"Que filme ruim, não assistam."
447710,Patrícia Nascimento,5.9,"Mediano, tem seus momentos mas nada demais."
752603,Roberto Mendes,8.6,Perfeito! Um dos melhores filmes que já vi.
1038916,Leandro Pinto 377,0.7,Horrível! Perda de tempo.
898891,Patrícia Gomes 576,7.1,"Gostei bastante, recomendo."
748589,Paulo Dias 352,6.8,
1107285,Isabela Monteiro 652,0.2,
736517,Thiago Santos 460,9.9,Perfeito! Um dos melhores filmes que já vi.
555877,Marcelo Alves 615,3.7,Deixou a desejar em vários aspectos.
724087,Patrícia Lopes 346,5.6,"Aceitável, mas esperava mais."
423612,Marcio Alves 202,7.7,Filme interessante com boas atuações.
640377,Vinícius Araújo,1.4,Péssimo em todos os sentidos.
817291,Vinícius Araújo,9.4,Filme incrível! Recomendo muito!
577426,Patrícia Teixeira 448,7.2,
1031454,Mariana Teixeira 678,4.4,"Ruim, não vale o tempo investido."
693345,Isabela Pinto 509,6.7,"Poderia ser melhor, mas não é ruim."
581790,Vanessa Rodrigues 640,3.6,"Não gostei, história confusa."
401698,Camila Martins 620,1.3,"Terrível, um dos piores que já vi."
678962,Roberto Mendes,,
449555,Marcio Monteiro 649,7.5,"Gostei bastante, recomendo."
785976,Sérgio Freitas,6.9,
980434,Isabela Ferreira 524,0.1,Horrível! Perda de tempo.
1027596,Thiago Monteiro 326,0.3,Péssimo em todos os sentidos.
785362,Mariana Pinto 207,7.1,"Gostei bastante, recomendo."
1174185,Fernanda Rodrigues 747,2.4,"Terrível, um dos piores que já vi."
503165,Marcio Pinto 305,2.2,"Que filme ruim, não assistam."
1213305,Thiago Ribeiro 711,6.6,
795970,Paulo Carvalho,5.8,"Mediano, tem seus momentos mas nada demais."
1006963,Thiago Santos 460,9.1,"Obra-prima do cinema, simplesmente espetacular."
711643,Alexandre Castro 175,9.7,Excepcional! História envolvente e atuações impecáveis.
613367,Aline Barbosa 668,2.0,Péssimo em todos os sentidos.
711643,Fernanda Rodrigues 747,2.5,"Terrível, um dos piores que já vi."
925583,Matheus Lima,7.5,"Ótimo entretenimento, não decepciona."
896318,Eduardo Cardoso 536,1.9,
1186332,Aline Barbosa 668,4.0,"Ruim, não vale o tempo investido."
1135190,Lucas Ferreira 477,0.9,Péssimo em todos os sentidos.
1381213,Tatiana Lopes,4.2,"Fraco, não recomendo."
426750,Carlos Mendes 299,8.7,Excepcional! História envolvente e atuações impecáveis.
999195,Natália Nascimento,9.8,"Adorei cada minuto, uma experiência inesquecível."
635726,Henrique Martins 149,6.2,"Mediano, tem seus momentos mas nada demais."
922159,Renata Ferreira 589,1.6,Péssimo em todos os sentidos.
381130,Henrique Ferreira 463,6.2,
333375,Roberto Souza 184,9.4,"Adorei cada minuto, uma experiência inesquecível."
913740,Patrícia Teixeira 195,3.4,
796759,Larissa Mendes 378,6.7,"Mediano, tem seus momentos mas nada demais."
622420,Henrique Martins 124,9.2,"Obra-prima do cinema, simplesmente espetacular."
818699,Fernanda Silva 471,8.7,"Adorei cada minuto, uma experiência inesquecível."
735210,Mariana Rocha,4.7,
1051399,Carlos Castro 374,9.9,"Adorei cada minuto, uma experiência inesquecível."
1329585,Juliana Araújo 724,8.2,
465651,Gabriel Rodrigues 569,9.8,
917281,Leonardo Monteiro,2.2,Péssimo em todos os sentidos.
392033,Priscila Mendes 549,0.5,"Que filme ruim, não assistam."
1092315,Patrícia Reis 432,4.0,"Não gostei, história confusa."
749455,Daniela Martins 702,3.9,Deixou a desejar em vários aspectos.
507966,Tatiana Mendes 229,9.9,Filme incrível! Recomendo muito!
976553,Isabela Ferreira 524,2.6,Péssimo em todos os sentidos.
537838,Sandra Freitas 662,1.4,Péssimo em todos os sentidos.
915997,Larissa Pinto,6.8,Assisti até o final mas não me marcou.
399636,Letícia Rocha 233,1.9,Horrível! Perda de tempo.
487944,Gustavo Gomes 503,9.1,Perfeito! Um dos melhores filmes que já vi.
1141778,Tatiana Oliveira 369,4.3,Deixou a desejar em vários aspectos.
1217859,Felipe Oliveira 645,1.3,"Que filme ruim, não assistam."
1022697,Larissa Nascimento 554,,
510048,Gabriel Cavalcanti 203,5.3,"Filme ok, nada de especial."
514700,Priscila Castro 515,9.6,Excepcional! História envolvente e atuações impecáveis.
549140,Alexandre Silva,2.3,Péssimo em todos os sentidos.
686112,Roberto Oliveira,5.9,
1373796,Carolina Almeida 653,2.9,
485464,Juliana Ribeiro 607,7.1,Filme interessante com boas atuações.
706823,Paulo Barbosa,4.9,"Decepcionante, esperava muito mais."
421702,Vinícius Moreira,4.5,"Decepcionante, esperava muito mais."
1070660,Natália Monteiro,4.1,"Fraco, não recomendo."
765641,Fábio Castro 390,8.0,Legal! Uma boa opção para o fim de semana.
469314,Marcelo Costa,4.9,
626359,Natália Freitas 541,7.3,Legal! Uma boa opção para o fim de semana.
936960,Isabela Correia 102,6.6,
723252,Thiago Ferreira 129,7.6,Muito bom! Vale a pena assistir.
563589,Rafael Lima 455,3.4,
788746,Gabriel Carvalho 581,9.1,Perfeito! Um dos melhores filmes que já vi.
682273,Vanessa Araújo 496,5.5,"Mediano, tem seus momentos mas nada demais."
701704,Marcio Costa 579,7.7,Muito bom! Vale a pena assistir.
485071,Carolina Cardoso 385,,
873277,Gustavo Reis,6.1,"Mediano, tem seus momentos mas nada demais."
799546,Gustavo Gomes 610,6.8,"Filme ok, nada de especial."
497160,Luciana Pinto 410,8.6,"Adorei cada minuto, uma experiência inesquecível."
1252297,André Santos 680,1.1,"Terrível, um dos piores que já vi."
682496,Natália Freitas 402,7.3,Filme interessante com boas atuações.
646055,Natália Monteiro 677,9.7,"Adorei cada minuto, uma experiência inesquecível."
1023901,Rafael Cardoso 343,2.4,Horrível! Perda de tempo.
1336278,Lucas Oliveira 749,8.2,Muito bom! Vale a pena assistir.
517688,Alexandre Barbosa 220,5.2,"Aceitável, mas esperava mais."
500480,Isabela Lima 650,,
612576,Larissa Carvalho 345,2.3,"Que filme ruim, não assistam."
456292,Lucas Mendes 632,,
1142982,Vinícius Cardoso 742,5.1,
681582,Mariana Rocha,0.7,Horrível! Perda de tempo.
552418,Beatriz Rocha 521,4.5,"Decepcionante, esperava muito mais."
494195,Lucas Fernandes 421,6.7,
782959,Mônica Reis,8.5,"Adorei cada minuto, uma experiência inesquecível."
516421,Bruno Carvalho 507,9.4,Excepcional! História envolvente e atuações impecáveis.
415633,Matheus Ribeiro 587,3.6,
1310350,Daniel Ribeiro 144,3.7,Deixou a desejar em vários aspectos.
824380,Bianca Cardoso 737,3.5,"Ruim, não vale o tempo investido."
1061956,Fábio Correia 159,5.9,"Mediano, tem seus momentos mas nada demais."
1156125,Lucas Lopes 725,1.6,Horrível! Perda de tempo.
845322,Lucas Lima 417,,
410114,Leonardo Souza 150,9.6,
1134965,Felipe Dias 605,5.7,
573786,Tatiana Moreira 373,2.0,"Que filme ruim, não assistam."
379649,Camila Oliveira 485,5.3,"Filme ok, nada de especial."
576839,Amanda Rodrigues,4.4,"Não gostei, história confusa."
445948,Thiago Ferreira 129,8.3,Muito bom! Vale a pena assistir.
682353,Fábio Rocha 712,3.6,
1261810,Bruno Ferreira 252,7.9,Filme interessante com boas atuações.
915881,Marcio Cardoso 482,4.7,"Não gostei, história confusa."
599695,Mariana Costa 721,,
1038506,João Correia 658,4.3,"Fraco, não recomendo."
450679,Gabriel Rodrigues 372,,
741731,Vanessa Lima 217,2.7,
859007,Lucas Lopes 725,2.3,Péssimo em todos os sentidos.
872190,Sérgio Carvalho 667,0.7,
526365,Ricardo Oliveira 719,9.9,"Obra-prima do cinema, simplesmente espetacular."
742235,Ana Moreira,0.0,Não recomendo de jeito nenhum.
680605,Gabriela Freitas,5.4,
391962,Gabriel Monteiro 488,5.7,"Mediano, tem seus momentos mas nada demais."
856392,Vanessa Santos 244,5.6,
819163,Fábio Ribeiro 637,6.1,
550232,Mônica Mendes 274,7.2,"Ótimo entretenimento, não decepciona."
934139,Eduardo Fernandes 296,,
1045131,Eduardo Barbosa 494,8.9,"Adorei cada minuto, uma experiência inesquecível."
667011,Renata Souza 502,6.4,"Aceitável, mas esperava mais."
835411,Roberto Correia 665,2.4,Não recomendo de jeito nenhum.
66213,Juliana Gomes 626,4.9,"Ruim, não vale o tempo investido."
662147,André Ferreira 414,9.4,"Obra-prima do cinema, simplesmente espetacular."
499416,Luciana Araújo 558,6.3,
383714,Roberto Almeida 555,2.2,Péssimo em todos os sentidos.
453272,Isabela Dias 556,5.3,Assisti até o final mas não me marcou.
527803,Marcio Rocha 386,3.9,Deixou a desejar em vários aspectos.
1075553,Rafael Costa 726,5.7,"Filme ok, nada de especial."
399696,Felipe Carvalho 727,1.1,Não recomendo de jeito nenhum.
642994,Larissa Nascimento 162,3.1,
646838,Natália Reis 172,1.1,Horrível! Perda de tempo.
560842,Eduardo Dias 285,1.1,"Terrível, um dos piores que já vi."
662216,Vinícius Araújo,,
494372,Paulo Dias 352,9.7,Excepcional! História envolvente e atuações impecáveis.
513401,Daniel Araújo 511,3.7,
451529,Mônica Teixeira 618,1.4,Não recomendo de jeito nenhum.
1156151,Daniela Moreira,1.3,"Terrível, um dos piores que já vi."
660592,Roberto Oliveira,2.5,"Que filme ruim, não assistam."
495972,Carolina Correia 379,6.7,"Poderia ser melhor, mas não é ruim."
1002258,João Araújo 470,1.8,Não recomendo de jeito nenhum.
385842,Camila Reis 635,2.4,Péssimo em todos os sentidos.
664419,Roberto Ferreira 522,1.4,"Terrível, um dos piores que já vi."
854456,Larissa Cavalcanti 226,7.1,"Gostei bastante, recomendo."
879282,Natália Reis 172,6.5,Assisti até o final mas não me marcou.
1089758,Matheus Lima 130,8.2,Legal! Uma boa opção para o fim de semana.
618200,Patrícia Teixeira 195,6.0,Assisti até o final mas não me marcou.
1036718,Thiago Alves 687,1.5,"Que filme ruim, não assistam."
1154389,Gustavo Dias 704,3.8,"Decepcionante, esperava muito mais."
728195,Carolina Lopes 276,8.8,"Obra-prima do cinema, simplesmente espetacular."
668397,Vanessa Rodrigues 640,2.6,Péssimo em todos os sentidos.
794903,Larissa Mendes 378,9.2,Perfeito! Um dos melhores filmes que já vi.
862435,Beatriz Rodrigues 691,8.2,"Ótimo entretenimento, não decepciona."
557676,Larissa Mendes 378,8.8,"Adorei cada minuto, uma experiência inesquecível."
1044050,Bruno Martins 210,7.9,"Gostei bastante, recomendo."
546207,Beatriz Rocha 621,8.2,Legal! Uma boa opção para o fim de semana.
645659,Eduardo Cardoso 435,9.7,Perfeito! Um dos melhores filmes que já vi.
1209167,Leandro Rodrigues 232,7.6,"Ótimo entretenimento, não decepciona."
710683,Priscila Silva 467,4.0,"Ruim, não vale o tempo investido."
603398,Patrícia Oliveira 415,7.0,Legal! Uma boa opção para o fim de semana.
1116816,Fernanda Fernandes 689,0.9,"Terrível, um dos piores que já vi."
748873,Marcelo Costa,8.8,
763609,Juliana Oliveira 619,5.4,"Aceitável, mas esperava mais."
835930,Pedro Reis 192,8.8,Filme incrível! Recomendo muito!
987507,Cristina Monteiro 310,9.1,
386687,Vanessa Oliveira 370,9.2,Excepcional! História envolvente e atuações impecáveis.
410126,Bruno Alves 381,2.4,Não recomendo de jeito nenhum.
1157985,Marcelo Monteiro 169,3.2,"Ruim, não vale o tempo investido."
706857,Daniela Moreira,6.2,"Filme ok, nada de especial."
427427,Leandro Monteiro 550,0.9,
962288,Henrique Fernandes 290,0.8,"Terrível, um dos piores que já vi."
818926,Matheus Freitas 510,3.8,"Não gostei, história confusa."
526182,Natália Santos 441,9.9,Perfeito! Um dos melhores filmes que já vi.
461320,Roberto Monteiro 230,8.8,Perfeito! Um dos melhores filmes que já vi.
1073223,Juliana Mendes 600,2.3,"Terrível, um dos piores que já vi."
1070672,Sérgio Mendes 348,2.4,Horrível! Perda de tempo.
462263,Carolina Teixeira 334,3.6,"Decepcionante, esperava muito mais."
767421,Rafael Santos 697,8.3,"Ótimo entretenimento, não decepciona."
1120652,Ricardo Santos,8.4,"Gostei bastante, recomendo."
780156,Leandro Costa 682,0.7,
1095521,Adriana Almeida 222,3.8,"Ruim, não vale o tempo investido."
466499,Alexandre Dias,0.2,Péssimo em todos os sentidos.
442994,Thiago Fernandes 716,4.3,"Fraco, não recomendo."
448491,Matheus Moreira 609,0.5,Não recomendo de jeito nenhum.
1098249,Felipe Correia 325,0.8,Péssimo em todos os sentidos.
1079047,Daniel Gomes 269,6.7,Assisti até o final mas não me marcou.
587287,Rodrigo Martins 138,8.5,Perfeito! Um dos melhores filmes que já vi.
438837,João Fernandes 339,0.5,Não recomendo de jeito nenhum.
748931,Matheus Cardoso 601,2.3,
1001835,Camila Castro 412,4.1,"Fraco, não recomendo."
561080,Marcelo Souza 110,8.2,Filme interessante com boas atuações.
1107817,Matheus Cavalcanti 486,6.1,Assisti até o final mas não me marcou.
408670,Roberto Rodrigues 180,0.9,Péssimo em todos os sentidos.
589696,Juliana Oliveira 619,6.3,
1013908,Mariana Lima 361,8.4,"Ótimo entretenimento, não decepciona."
1304411,Adriana Monteiro 255,8.8,Excepcional! História envolvente e atuações impecáveis.
630729,Camila Martins 620,,
433946,Sérgio Almeida 335,2.5,"Terrível, um dos piores que já vi."
596053,Marcio Pinto 305,6.8,"Poderia ser melhor, mas não é ruim."
455403,Natália Santos 487,2.4,
929837,Thiago Freitas 288,0.8,Não recomendo de jeito nenhum.
1354995,Isabela Ribeiro 646,7.3,Legal! Uma boa opção para o fim de semana.
649813,Juliana Ribeiro 607,2.4,"Terrível, um dos piores que já vi."
854056,Vinícius Dias 389,1.1,Não recomendo de jeito nenhum.
618597,Isabela Pinto 509,9.3,
716020,Pedro Monteiro,7.3,Legal! Uma boa opção para o fim de semana.
421379,Claudia Alves 183,8.7,
1264752,Gustavo Dias 303,10.0,
560215,Carolina Correia 379,0.4,"Terrível, um dos piores que já vi."
670486,Gustavo Gomes 503,1.5,Não recomendo de jeito nenhum.
735718,Felipe Lopes 302,8.9,
1156347,Renata Monteiro 529,3.0,"Decepcionante, esperava muito mais."
1581966,Carolina Cardoso 385,5.1,"Poderia ser melhor, mas não é ruim."
1075867,Lucas Ferreira 477,5.1,
555912,Tatiana Correia 283,9.0,Perfeito! Um dos melhores filmes que já vi.
858614,Eduardo Fernandes 296,5.2,"Poderia ser melhor, mas não é ruim."
1086440,Ricardo Silva 740,6.0,"Filme ok, nada de especial."
441189,Carolina Cardoso 385,0.6,
439977,Pedro Silva 267,1.3,"Terrível, um dos piores que já vi."
737671,Gabriela Ribeiro 499,1.0,"Terrível, um dos piores que já vi."
515929,Amanda Castro 242,0.9,Não recomendo de jeito nenhum.
959659,Gustavo Reis,7.4,Muito bom! Vale a pena assistir.
416051,João Lopes 163,9.7,"Obra-prima do cinema, simplesmente espetacular."
690459,Cristina Costa,9.1,
1001402,Vanessa Teixeira 454,2.6,Não recomendo de jeito nenhum.
718021,Adriana Carvalho 153,5.2,
649308,Letícia Alves 571,3.7,
1388559,Gustavo Cavalcanti,2.2,Horrível! Perda de tempo.
742074,Leonardo Costa 264,8.6,Excepcional! História envolvente e atuações impecáveis.
586411,Pedro Mendes,8.9,Filme incrível! Recomendo muito!
802835,Camila Fernandes,5.3,"Poderia ser melhor, mas não é ruim."
1096620,Sandra Castro 331,,
540017,Thiago Ribeiro 711,7.0,Legal! Uma boa opção para o fim de semana.
519652,Leandro Lima 664,3.6,"Não gostei, história confusa."
463684,Isabela Souza 265,6.5,Assisti até o final mas não me marcou.
1016380,Renata Cavalcanti 194,9.2,"Adorei cada minuto, uma experiência inesquecível."
1024969,Henrique Correia 319,5.2,"Poderia ser melhor, mas não é ruim."
723419,Diego Santos 660,7.0,Filme interessante com boas atuações.
852865,Mariana Souza,0.1,"Que filme ruim, não assistam."
548013,André Silva,0.8,Horrível! Perda de tempo.
1105462,Larissa Lima 127,4.5,"Ruim, não vale o tempo investido."
540928,Carolina Gomes,9.5,"Obra-prima do cinema, simplesmente espetacular."
587174,Thiago Almeida 189,5.5,"Poderia ser melhor, mas não é ruim."
494680,Isabela Moreira 520,7.0,Muito bom! Vale a pena assistir.
656277,Leonardo Araújo 406,2.3,Não recomendo de jeito nenhum.
927871,Renata Monteiro 529,6.6,"Poderia ser melhor, mas não é ruim."
645128,João Correia 708,8.0,Muito bom! Vale a pena assistir.
657641,Gabriel Monteiro 566,7.2,"Gostei bastante, recomendo."
688745,Mariana Lima 361,6.3,"Mediano, tem seus momentos mas nada demais."
741546,Rodrigo Martins 138,6.4,"Aceitável, mas esperava mais."
540816,Ana Souza 506,7.5,Filme interessante com boas atuações.
984628,Gabriel Gomes 546,2.8,Não recomendo de jeito nenhum.
1689950,Henrique Fernandes 290,7.3,Legal! Uma boa opção para o fim de semana.
657716,Henrique Gomes 527,,
622478,Eduardo Gomes 493,6.5,"Filme ok, nada de especial."
630682,Mariana Pinto 746,5.4,"Poderia ser melhor, mas não é ruim."
1381213,Aline Correia 545,4.0,"Ruim, não vale o tempo investido."
941488,Carlos Mendes 299,1.2,"Terrível, um dos piores que já vi."
1136351,Camila Almeida 313,0.9,"Terrível, um dos piores que já vi."
1150146,Claudia Lopes 366,6.0,
